Rank, Book_Title, Author,Column1
2065,Magic Burns (Kate Daniels  #2),Ilona Andrews (Goodreads Author),4.31 avg rating — 87 479 ratings
2066,Kings Rising (Captive Prince  #3),C.S. Pacat (Goodreads Author),4.43 avg rating — 60 905 ratings
2067,The Boy From Block 66: A WW2 Jewish Holocaust Survival True Story (Heroic Children of World War II Book 1),Limor Regev (Goodreads Author),4.49 avg rating — 3 553 ratings
2068,Rosemary's Baby (Rosemary's Baby  #1),Ira Levin,4.04 avg rating — 139 173 ratings
2069,Love on the Line 2 (Women at Work  #2),Kirsten Fullmer (Goodreads Author),4.30 avg rating — 6 748 ratings
2070,Morning Star (Red Rising Saga  #3),Pierce Brown (Goodreads Author),4.50 avg rating — 203 589 ratings
2071,Night Film,Marisha Pessl (Goodreads Author),3.78 avg rating — 90 109 ratings
2072,This Girl (Slammed  #3),Colleen Hoover (Goodreads Author),3.82 avg rating — 130 719 ratings
2073,Ship of Magic (Liveship Traders  #1),Robin Hobb (Goodreads Author),4.20 avg rating — 82 228 ratings
2074,Death in Venice,Thomas Mann,3.70 avg rating — 55 500 ratings
2075,The Coworker,Freida McFadden (Goodreads Author),3.84 avg rating — 142 858 ratings
2076,Heart of Darkness and The Secret Sharer,Joseph Conrad,3.51 avg rating — 17 665 ratings
2077,Hometown Girl at Heart (Hometown  #1),Kirsten Fullmer (Goodreads Author),4.30 avg rating — 4 131 ratings
2078,The Discovery of Heaven,Harry Mulisch,4.17 avg rating — 15 656 ratings
2079,When Nietzsche Wept,Irvin D. Yalom,4.36 avg rating — 70 527 ratings
2080,Fool's Fate (Tawny Man  #3),Robin Hobb (Goodreads Author),4.46 avg rating — 77 053 ratings
2081,From Sand and Ash,Amy Harmon (Goodreads Author),4.38 avg rating — 62 229 ratings
2082,The Orb of Truth (The Horn King  #1),Brae Wyckoff (Goodreads Author),3.74 avg rating — 309 ratings
2083,The Naming (The Books of Pellinor  #1),Alison Croggon (Goodreads Author),4.03 avg rating — 26 490 ratings
2084,Master & Commander (Aubrey & Maturin  #1),Patrick O'Brian,4.07 avg rating — 57 314 ratings
2085,Raintree County,Ross Lockridge Jr.,3.97 avg rating — 1 068 ratings
2086,Since You've Been Gone,Morgan Matson (Goodreads Author),4.08 avg rating — 112 800 ratings
2087,Avalon High,Meg Cabot (Goodreads Author),3.81 avg rating — 46 219 ratings
2088,Baby (Species Intervention #6609  #1),J.K. Accinni,3.81 avg rating — 887 ratings
2089,Soul Music (Discworld  #16; Death  #3),Terry Pratchett,4.05 avg rating — 78 685 ratings
2090,Smart Brevity: The Power of Saying More with Less,Jim Vandehei,4.03 avg rating — 4 818 ratings
2091,Horns,Joe Hill (Goodreads Author),3.93 avg rating — 113 609 ratings
2092,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly (Goodreads Author),4.13 avg rating — 196 378 ratings
2093,In the Woods (Dublin Murder Squad  #1),Tana French (Goodreads Author),3.79 avg rating — 395 988 ratings
2094,A Wild Sheep Chase (The Rat  #3),Haruki Murakami,3.94 avg rating — 123 911 ratings
2095,At Swim-Two-Birds,Flann O'Brien,3.86 avg rating — 13 278 ratings
2096,The Crimson Petal and the White,Michel Faber,3.88 avg rating — 43 489 ratings
2097,A Hunger Like No Other (Immortals After Dark  #1),Kresley Cole (Goodreads Author),4.11 avg rating — 82 876 ratings
2098,The Zahir,Paulo Coelho (Goodreads Author),3.58 avg rating — 78 228 ratings
2099,Significance (Significance  #1),Shelly Crane (Goodreads Author),4.09 avg rating — 45 082 ratings
2100,The Trial of Joe Harlan Junior (Talion #0.5),J.K. Franko (Goodreads Author),4.34 avg rating — 975 ratings
2101,First Grave on the Right (Charley Davidson  #1),Darynda Jones (Goodreads Author),4.03 avg rating — 87 321 ratings
2102,Solitaire,Alice Oseman (Goodreads Author),3.93 avg rating — 107 807 ratings
2103,The Doors of Perception / Heaven and Hell,Aldous Huxley,3.93 avg rating — 47 205 ratings
2104,The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society  #2),Trenton Lee Stewart (Goodreads Author),4.21 avg rating — 55 392 ratings
2105,Heart-Shaped Box,Joe Hill (Goodreads Author),3.85 avg rating — 135 216 ratings
2106,Ronia  the Robber's Daughter,Astrid Lindgren,4.31 avg rating — 32 066 ratings
2107,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner (Goodreads Author),3.75 avg rating — 304 489 ratings
2108,Night Play (Dark-Hunter  #5; Were-Hunter  #1),Sherrilyn Kenyon (Goodreads Author),4.34 avg rating — 54 162 ratings
2109,Ship of Destiny (Liveship Traders  #3),Robin Hobb (Goodreads Author),4.29 avg rating — 72 228 ratings
2110,One Thousand White Women: The Journals of May Dodd (One Thousand White Women  #1),Jim Fergus (Goodreads Author),3.90 avg rating — 128 513 ratings
2111,The Sword in the Stone (The Once and Future King  #1),T.H. White,3.89 avg rating — 26 383 ratings
2112,Bumi Manusia,Pramoedya Ananta Toer,4.42 avg rating — 19 678 ratings
2113,The Rose Code,Kate Quinn (Goodreads Author),4.46 avg rating — 238 890 ratings
2114,The Gulag Archipelago 1918–1956,Aleksandr Solzhenitsyn,4.32 avg rating — 30 003 ratings
2115,Dark Visions (Dark Visions  #1-3),L.J. Smith (Goodreads Author),4.18 avg rating — 38 143 ratings
2116,Brida,Paulo Coelho (Goodreads Author),3.50 avg rating — 78 646 ratings
2117,Quicksilver (The Baroque Cycle  #1),Neal Stephenson (Goodreads Author),3.91 avg rating — 41 984 ratings
2118,You Can Heal Your Life,Louise L. Hay,4.15 avg rating — 78 972 ratings
2119,Bitterblue (Graceling Realm  #3),Kristin Cashore,really liked it 4.00 avg rating — 117 652 ratings
2120,Chain of Gold (The Last Hours  #1),Cassandra Clare (Goodreads Author),4.40 avg rating — 102 202 ratings
2121,A Psalm for the Wild-Built (Monk & Robot  #1),Becky  Chambers (Goodreads Author),4.29 avg rating — 97 065 ratings
2122,Out of Sight  Out of Time (Gallagher Girls  #5),Ally Carter (Goodreads Author),4.33 avg rating — 55 903 ratings
2123,The Mummy (Ramses the Damned #1),Anne Rice,3.85 avg rating — 46 870 ratings
2124,Ask the Dust (The Saga of Arturo Bandini  #3),John Fante,4.11 avg rating — 34 834 ratings
2125,The Dragonbone Chair (Memory  Sorrow  and Thorn  #1),Tad Williams (Goodreads Author),3.97 avg rating — 70 691 ratings
2126,Wyrd Sisters (Discworld  #6; Witches  #2),Terry Pratchett,4.15 avg rating — 116 249 ratings
2127,The Solitaire Mystery,Jostein Gaarder,4.17 avg rating — 23 940 ratings
2128,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,4.11 avg rating — 50 868 ratings
2129,Sh_gun (Asian Saga  #1),James Clavell,4.40 avg rating — 175 693 ratings
2130,Mostly Harmless (Hitchhiker's Guide to the Galaxy  #5),Douglas Adams,3.96 avg rating — 128 912 ratings
2131,Seduced in the Dark (The Dark Duet  #2),C.J. Roberts (Goodreads Author),4.27 avg rating — 55 671 ratings
2132,One Moment in Time,Shari Low (Goodreads Author),4.19 avg rating — 24 278 ratings
2133,Sunshine,Robin McKinley,3.84 avg rating — 42 373 ratings
2134,The Shadow Girl,Misty Mount (Goodreads Author),4.26 avg rating — 2 523 ratings
2135,Firestarter,Stephen King (Goodreads Author),3.91 avg rating — 226 903 ratings
2136,Dreams from My Father: A Story of Race and Inheritance,Barack Obama (Goodreads Author),3.93 avg rating — 224 559 ratings
2137,The Prince and the Pauper,Mark Twain,3.87 avg rating — 118 756 ratings
2138,A Man with A White Shadow,Vikram Suryawanshi (Goodreads Author),4.68 avg rating — 212 ratings
2139,Chess Story,Stefan Zweig,4.27 avg rating — 124 564 ratings
2140,The Longest Ride,Nicholas Sparks (Goodreads Author),4.16 avg rating — 140 741 ratings
2141,The Immortals of Meluha (Shiva Trilogy  #1),Amish Tripathi (Goodreads Author),4.13 avg rating — 120 559 ratings
2142,A Torch Against the Night (An Ember in the Ashes  #2),Sabaa Tahir (Goodreads Author),4.24 avg rating — 157 985 ratings
2143,Under the Volcano,Malcolm Lowry,3.77 avg rating — 24 799 ratings
2144,Hotel on the Corner of Bitter and Sweet,Jamie Ford (Goodreads Author),4.04 avg rating — 298 353 ratings
2145,Incarceron (Incarceron  #1),Catherine Fisher,3.64 avg rating — 60 914 ratings
2146,A Knight in Shining Armor (Montgomery/Taggert Family  #13),Jude Deveraux,4.20 avg rating — 36 454 ratings
2147,Queen of Air and Darkness (The Dark Artifices  #3),Cassandra Clare (Goodreads Author),4.33 avg rating — 110 950 ratings
2148,Time and Again (Time  #1),Jack Finney,3.94 avg rating — 22 937 ratings
2149,The Bone Season (The Bone Season  #1),Samantha    Shannon (Goodreads Author),3.81 avg rating — 80 578 ratings
2150,Lucky,Alice Sebold,3.77 avg rating — 100 038 ratings
2151,The Octunnumi Fosbit Files Prologue,Trevor Alan Foris (Goodreads Author),4.06 avg rating — 10 719 ratings
2152,Vampire Princess Rising (The Winters Family Saga  #2),Jami Brumfield (Goodreads Author),4.36 avg rating — 258 ratings
2153,Attachments,Rainbow Rowell (Goodreads Author),3.87 avg rating — 198 367 ratings
2154,The Stars My Destination,Alfred Bester,4.07 avg rating — 50 878 ratings
2155,The Locked Door,Freida McFadden (Goodreads Author),4.11 avg rating — 201 965 ratings
2156,Leviathan Wakes (The Expanse  #1),James S.A. Corey (Goodreads Author),4.30 avg rating — 262 287 ratings
2157,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell (Goodreads Author),4.26 avg rating — 99 342 ratings
2158,The Atlas Six (The Atlas  #1),Olivie Blake (Goodreads Author),3.62 avg rating — 189 923 ratings
2159,Smile (Smile  #1),Raina Telgemeier (Goodreads Author),4.24 avg rating — 272 279 ratings
2160,Porno (Mark Renton  #3),Irvine Welsh,3.83 avg rating — 24 971 ratings
2161,A Hero of Our Time,Mikhail Lermontov,4.11 avg rating — 58 137 ratings
2162,Daughter of the Pirate King (Daughter of the Pirate King  #1),Tricia Levenseller (Goodreads Author),3.97 avg rating — 186 588 ratings
2163,Magyk (Septimus Heap  #1),Angie Sage,3.85 avg rating — 120 321 ratings
2164,La Dame aux Camélias,Alexandre Dumas fils,4.03 avg rating — 50 566 ratings
2165,The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,3.98 avg rating — 78 642 ratings
,___ _______,____ ________ (Goodreads Author),4.21 avg rating — 57 356 ratings
2167,Ice Planet Barbarians (Ice Planet Barbarians  #1),Ruby Dixon (Goodreads Author),3.65 avg rating — 131 526 ratings
2168,Never Too Far (Rosemary Beach  #2; Too Far  #2),Abbi Glines (Goodreads Author),4.17 avg rating — 121 123 ratings
2169,Fade Out (The Morganville Vampires  #7),Rachel Caine,4.19 avg rating — 39 721 ratings
2170,Cold Comfort Farm,Stella Gibbons,3.89 avg rating — 50 092 ratings
2171,Dreams of Gods & Monsters (Daughter of Smoke & Bone  #3),Laini Taylor (Goodreads Author),4.12 avg rating — 108 368 ratings
2172,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus,4.01 avg rating — 44 107 ratings
2173,The Richest Man in Babylon,George S. Clason,4.25 avg rating — 194 233 ratings
2174,Spells (Wings  #2),Aprilynne Pike,3.97 avg rating — 41 589 ratings
2175,The Search for Mother Missing: A Peek Inside International Adoption (Adoption Books for Adults),Janine Vance (Goodreads Author),4.48 avg rating — 1 003 ratings
2176,Yumi and the Nightmare Painter,Brandon Sanderson (Goodreads Author),4.50 avg rating — 38 562 ratings
2177,Circus of the Damned (Anita Blake  Vampire Hunter  #3),Laurell K. Hamilton (Goodreads Author),4.17 avg rating — 94 258 ratings
2178,Om Chanting and Meditation,Amit Ray,3.91 avg rating — 1 247 ratings
2179,The Mysterious Island (Captain Nemo  #3),Jules Verne,4.13 avg rating — 53 741 ratings
2180,The Fire Next Time,James Baldwin,4.54 avg rating — 98 151 ratings
2181,Replay,Ken Grimwood,4.15 avg rating — 38 378 ratings
2182,Gandhi: An Autobiography,Mahatma Gandhi,4.10 avg rating — 70 187 ratings
2183,Finale (Caraval  #3),Stephanie Garber (Goodreads Author),4.19 avg rating — 185 652 ratings
2184,Path of the Berserker (Path of the Berserker  #1),Rick Scott (Goodreads Author),4.46 avg rating — 1 490 ratings
2185,The Body Finder (The Body Finder  #1),Kimberly Derting (Goodreads Author),3.94 avg rating — 53 242 ratings
2186,Columbine,Dave Cullen (Goodreads Author),4.29 avg rating — 90 996 ratings
2187,London,Edward Rutherfurd (Goodreads Author),4.09 avg rating — 31 532 ratings
2188,The Bookseller of Kabul,Åsne Seierstad,3.77 avg rating — 53 392 ratings
2189,The Dead Tell Lies,J.F. Kirwan (Goodreads Author),4.36 avg rating — 1 039 ratings
2190,Harold and the Purple Crayon (Harold  #1),Crockett Johnson,4.28 avg rating — 142 207 ratings
2191,Don't Bite the Hook: Finding Freedom from Anger  Resentment  and Other Destructive Emotions,Pema Chödrön,4.32 avg rating — 2 003 ratings
2192,The Burning Bridge (Ranger's Apprentice  #2),John Flanagan,4.31 avg rating — 124 320 ratings
2193,This Man Confessed (This Man  #3),Jodi Ellen Malpas (Goodreads Author),4.38 avg rating — 82 921 ratings
2194,The Body Keeps the Score: Brain  Mind  and Body in the Healing of Trauma,Bessel van der Kolk,4.41 avg rating — 172 423 ratings
2195,Cirque du Freak: A Living Nightmare (Cirque du Freak  #1),Darren Shan (Goodreads Author),4.08 avg rating — 58 945 ratings
2196,Leaving Paradise (Leaving Paradise  #1),Simone Elkeles (Goodreads Author),really liked it 4.00 avg rating — 43 126 ratings
2197,Captive Prince (Captive Prince  #1),C.S. Pacat (Goodreads Author),3.80 avg rating — 93 636 ratings
2198,The War of the End of the World,Mario Vargas Llosa,4.24 avg rating — 11 043 ratings
2199,Saga  Volume 1,Brian K. Vaughan (Goodreads Author) (Writer),4.17 avg rating — 329 194 ratings
2200,The Couple Next Door,Shari Lapena (Goodreads Author),3.81 avg rating — 573 737 ratings
2201,Sister Carrie,Theodore Dreiser,3.77 avg rating — 39 944 ratings
2202,Mateguas Island (Mateguas Island  #1),Linda  Watkins (Goodreads Author),3.84 avg rating — 615 ratings
2203,Arcadia,Tom Stoppard,4.14 avg rating — 22 980 ratings
2204,When Heroes Flew (When Heroes Flew #1),"H.W. ""Buzz"" Bernard (Goodreads Author)",4.53 avg rating — 3 706 ratings
2205,The Lincoln Lawyer (The Lincoln Lawyer  #1; Harry Bosch Universe  #16),Michael Connelly (Goodreads Author),4.20 avg rating — 233 729 ratings
2206,The Van Alen Legacy (Blue Bloods  #4),Melissa de la Cruz (Goodreads Author),3.95 avg rating — 66 182 ratings
2207,Kingdom of Ash (Throne of Glass  #7),Sarah J. Maas (Goodreads Author),4.68 avg rating — 473 562 ratings
2208,All Your Perfects,Colleen Hoover (Goodreads Author),4.06 avg rating — 559 052 ratings
2209,The Austere Academy (A Series of Unfortunate Events  #5),Lemony Snicket (Goodreads Author),4.01 avg rating — 159 060 ratings
2210,Memories of Ice (Malazan Book of the Fallen  #3),Steven Erikson (Goodreads Author),4.46 avg rating — 57 637 ratings
2211,Things I Wanted to Say  But Never Did (Lancaster Prep  #1),Monica  Murphy (Goodreads Author),3.65 avg rating — 36 620 ratings
2212,From Hell,Alan Moore (Goodreads Author),4.19 avg rating — 40 876 ratings
2213,The Game of Kings (The Lymond Chronicles  #1),Dorothy Dunnett,4.14 avg rating — 9 552 ratings
2214,The Darkest Core (Netherdei #2),Peter Hackshaw (Goodreads Author),4.16 avg rating — 274 ratings
2215,Fullmetal Alchemist  Vol. 1,Hiromu Arakawa,4.52 avg rating — 163 737 ratings
2216,The One and Only Ivan (The One and Only Ivan #1),Katherine Applegate,4.27 avg rating — 184 583 ratings
2217,Dragons of Autumn Twilight  (Dragonlance: Chronicles  #1),Margaret Weis,4.01 avg rating — 116 623 ratings
2218,Aristotle and Dante Dive into the Waters of the World (Aristotle and Dante  #2),Benjamin Alire Sáenz (Goodreads Author),4.14 avg rating — 88 753 ratings
2219,Dorothy Must Die (Dorothy Must Die  #1),Danielle  Paige (Goodreads Author),3.80 avg rating — 81 032 ratings
2220,Gemina (The Illuminae Files  #2),Amie Kaufman (Goodreads Author),4.44 avg rating — 75 872 ratings
2221,Beyblade - Episodes: A Knight to Remember  a Majestic Battle... a Majestic Victory?  a Score to Settle  a Star Is Born  a Wicked Wind Blows  Art Attack  Attack of the Rock Bit Beast  Bad Seed in the Big Apple  Battle in the Sky,Source Wikia,it was amazing 5.00 avg rating — 1 rating
2222,Dream Caster (Dream Cycle  #1),Najeev Raj Nadarajah,4.15 avg rating — 290 ratings
2223,Blue Moon (Anita Blake  Vampire Hunter  #8),Laurell K. Hamilton (Goodreads Author),4.06 avg rating — 65 822 ratings
2224,Utopia,Thomas More,3.55 avg rating — 74 174 ratings
2225,What Dreams May Come,Richard Matheson,3.95 avg rating — 13 648 ratings
2226,Captive Prince: Volume Two (Captive Prince  #2),C.S. Pacat (Goodreads Author),4.37 avg rating — 68 554 ratings
2227,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce (Goodreads Author),4.26 avg rating — 65 852 ratings
2228,The Hero and the Crown (Damar  #2),Robin McKinley,4.21 avg rating — 53 062 ratings
2229,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,4.34 avg rating — 92 952 ratings
2230,Escape,Carolyn Jessop,3.97 avg rating — 44 319 ratings
2231,The Pickwick Papers,Charles Dickens,3.85 avg rating — 29 473 ratings
2232,V.,Thomas Pynchon,3.96 avg rating — 23 259 ratings
2233,The Castle,Franz Kafka,3.94 avg rating — 61 785 ratings
2234,The Infinite Sea (The 5th Wave  #2),Rick Yancey,3.84 avg rating — 140 464 ratings
2235,Mr. Mercedes (Bill Hodges Trilogy  #1),Stephen King (Goodreads Author),4.01 avg rating — 315 318 ratings
